Entity	QRank	instrument	instrumentLabel	inceptDate
Q29128693	69	http://www.wikidata.org/entity/Q29128693	Great organ of Cathédrale Notre-Dame de Bayeux	1597.0
Q29174752	68	http://www.wikidata.org/entity/Q29174752	pipe organ (Lorris)	1501.0
Q117293989	68	http://www.wikidata.org/entity/Q117293989	Tangermünde pipe organ	1624.0
Q6021230	67	http://www.wikidata.org/entity/Q6021230	Monasterio	1716.0
Q9336300	67	http://www.wikidata.org/entity/Q9336300	Side Man	1959.0
Q29377108	67	http://www.wikidata.org/entity/Q29377108	Pipe organ (Le Mans cathedral, Sarthe, France)	1528.0
Q117298617	66	http://www.wikidata.org/entity/Q117298617	Hans Scherer organ (Lübeck, Schleswig-Holstein, Germany)	1625.0
Q29273366	65	http://www.wikidata.org/entity/Q29273366	Q29273366	1721.0
Q113335178	65	http://www.wikidata.org/entity/Q113335178	Q113335178	1965.0
Q112976430	61	http://www.wikidata.org/entity/Q112976430	organ of church St. Leodegar, Lucerne	1640.0
Q123527231	61	http://www.wikidata.org/entity/Q123527231	Bell Maria, 1553, Church of Our Lady before Týn	1553.0
Q25400053	58	http://www.wikidata.org/entity/Q25400053	ARP Piano 16	1979.0
Q109923488	58	http://www.wikidata.org/entity/Q109923488	Olifant de Clermont-Ferrand	1200.0
Q29210655	57	http://www.wikidata.org/entity/Q29210655	Pipe organ in Saint-Séverin church (Paris)	1745.0
Q116785701	56	http://www.wikidata.org/entity/Q116785701	Organ of Saint Olaf's church, Tallinn	1842.0
Q29376725	55	http://www.wikidata.org/entity/Q29376725	pipe organ in Rodez cathedral	1629.0
Q29325717	52	http://www.wikidata.org/entity/Q29325717	Isnard pipe organ in Saint-Maximin-la-Sainte-Baume	1772.0
Q29375002	52	http://www.wikidata.org/entity/Q29375002	pipe organ (Rouen)	1520.0
Q43898061	52	http://www.wikidata.org/entity/Q43898061	Double Aulos, 14411 - 14412	-500.0
Q122698674	50	http://www.wikidata.org/entity/Q122698674	Old Bells from the Parish Church, Łubowice	2000.0
Q87893688	49	http://www.wikidata.org/entity/Q87893688	Aeolian harp	2011.0
Q97480161	49	http://www.wikidata.org/entity/Q97480161	main organ of Nantes Cathedral	1619.0
Q118214651	49	http://www.wikidata.org/entity/Q118214651	pipe organ of Juva Church	2003.0
Q28812137	48	http://www.wikidata.org/entity/Q28812137	Maya_sculpture-71.1893.4.2	800.0
Q29134150	48	http://www.wikidata.org/entity/Q29134150	pipe organ in Dijon (Côte-d'Or, Bourgogne, France)	1745.0
Q29372665	48	http://www.wikidata.org/entity/Q29372665	pipe organ in Caen (Calvados, Normandy, France)	1745.0
Q29266318	47	http://www.wikidata.org/entity/Q29266318	Q29266318	1713.0
Q28792724	45	http://www.wikidata.org/entity/Q28792724	Maya_sculpture-71.1887.101.21	800.0
Q116739685	45	http://www.wikidata.org/entity/Q116739685	Cathedral of Saint Mary organ	1878.0
Q117206153	45	http://www.wikidata.org/entity/Q117206153	Wagner organ in the Brandenburg an der Havel cathedral	1725.0
Q29132605	44	http://www.wikidata.org/entity/Q29132605	pipe organ (Sées, Orne, Normandy, France)	1743.0
Q29230307	44	http://www.wikidata.org/entity/Q29230307	Nîmes cathedral	1643.0
Q107045419	43	http://www.wikidata.org/entity/Q107045419	Q107045419	1255.0
Q28865062	42	http://www.wikidata.org/entity/Q28865062	horn-71.1993.6.4D	1600.0
Q29141922	42	http://www.wikidata.org/entity/Q29141922	pipe organ (Sens, Yonne, Bourgogne, France)	1738.0
Q29338451	42	http://www.wikidata.org/entity/Q29338451	pipe organ by Nicolas-Antoine Lété	1843.0
Q87898066	42	http://www.wikidata.org/entity/Q87898066	Aeolian harp	2002.0
Q113673451	42	http://www.wikidata.org/entity/Q113673451	Cloche de l'église de Boisredon	1673.0
Q18380359	41	http://www.wikidata.org/entity/Q18380359	Q18380359	1701.0
Q29375634	41	http://www.wikidata.org/entity/Q29375634	pipe organ in Narbonne (Aude, Occitanie, France)	1741.0
Q56712165	41	http://www.wikidata.org/entity/Q56712165	Alto saxophone-E 1685	1900.0
Q106448053	41	http://www.wikidata.org/entity/Q106448053	Boss FZ-5	2007.0
Q115868204	41	http://www.wikidata.org/entity/Q115868204	Residence organ Damlund	2020.0
Q29215161	40	http://www.wikidata.org/entity/Q29215161	grandstand organ of the collegiate church Notre-Dame in Melun	1851.0
Q29375308	40	http://www.wikidata.org/entity/Q29375308	pipe organ in Houdan (Yvelines, Île-de-France, France)	1739.0
Q29270130	39	http://www.wikidata.org/entity/Q29270130	pipe organ in the Saint-Pierre collegiate church in Douai (Nord, France)	1739.0
Q107045420	39	http://www.wikidata.org/entity/Q107045420	Ōgane	1301.0
Q29225393	38	http://www.wikidata.org/entity/Q29225393	Pipe organ of the Cathédrale Saint-Michel de Carcassonne	1860.0
Q29377777	38	http://www.wikidata.org/entity/Q29377777	Golden pipe organ	1820.0
Q56737492	38	http://www.wikidata.org/entity/Q56737492	Lyra-N 875	-2000.0
Q65210759	38	http://www.wikidata.org/entity/Q65210759	Q65210759	1984.0
Q108881843	38	http://www.wikidata.org/entity/Q108881843	The Grand Bell in Pagoda of the Celestial Lady	1710.0
Q29225390	37	http://www.wikidata.org/entity/Q29225390	pipe organ in Saint-Vincent church in Carcassonne (Aude, Occitanie, France)	1740.0
Q110385410	37	http://www.wikidata.org/entity/Q110385410	Saint Anne bell	1819.0
Q112827787	37	http://www.wikidata.org/entity/Q112827787	Rieger organ, St. Catherine's Church	1990.0
Q29177147	36	http://www.wikidata.org/entity/Q29177147	pipe organ (Nogent-sur-Seine)	1587.0
Q29377775	36	http://www.wikidata.org/entity/Q29377775	Cavaillon cathedral	1653.0
Q110336109	36	http://www.wikidata.org/entity/Q110336109	Gallery Organ	1930.0
Q55116937	35	http://www.wikidata.org/entity/Q55116937	Mechanical organ by Davrainville - CnAM 10635	1819.0
Q29220605	34	http://www.wikidata.org/entity/Q29220605	pipe organ in Étampes	1587.0
Q29385611	34	http://www.wikidata.org/entity/Q29385611	Guitar	1640.0
Q110879044	34	http://www.wikidata.org/entity/Q110879044	Cloche-sous-marine d'Ouessant	1909.0
Q29326208	33	http://www.wikidata.org/entity/Q29326208	Pipe organ in Pertuis	1601.0
Q29385573	33	http://www.wikidata.org/entity/Q29385573	Grand Piano	1720.0
Q56605674	33	http://www.wikidata.org/entity/Q56605674	Six-piston Trombone by Adolphe Sax 2010.33.6	1866.0
Q56678494	33	http://www.wikidata.org/entity/Q56678494	Military serpent-E 2353	1900.0
Q98582039	33	http://www.wikidata.org/entity/Q98582039	National War Memorial Carillon	1932.0
Q112978899	33	http://www.wikidata.org/entity/Q112978899	Q112978899	1968.0
Q28820730	32	http://www.wikidata.org/entity/Q28820730	Aztec Drum	1500.0
Q29119049	32	http://www.wikidata.org/entity/Q29119049	Q29119049	1855.0
Q29385571	32	http://www.wikidata.org/entity/Q29385571	Double Virginal	1600.0
Q101416567	32	http://www.wikidata.org/entity/Q101416567	Egedacher organ Zwettl abbey	1731.0
Q109454164	32	http://www.wikidata.org/entity/Q109454164	San Rocco	1742.0
Q29374648	31	http://www.wikidata.org/entity/Q29374648	pipe organ (Caudebec-en-Caux, Seine-Maritime, Normandy, France)	1543.0
Q53445802	31	http://www.wikidata.org/entity/Q53445802	Mandora (ca.1420) from Milan?, Italy. MET 64.101.1409	1500.0
Q29177156	30	http://www.wikidata.org/entity/Q29177156	pipe organ	1755.0
Q115461660	30	http://www.wikidata.org/entity/Q115461660	Organ of the Monastery of Sant Cugat	1530.0
Q29111509	29	http://www.wikidata.org/entity/Q29111509	Pipe organ of Église Saint-Martin d'Erstein	1914.0
Q29326961	29	http://www.wikidata.org/entity/Q29326961	organ in L'Isle-sur-la-Sorgue	1648.0
Q29330417	29	http://www.wikidata.org/entity/Q29330417	pipe organ in Saint-Andéol church	1609.0
Q110334745	29	http://www.wikidata.org/entity/Q110334745	Opus 1032	1924.0
Q110550938	29	http://www.wikidata.org/entity/Q110550938	Kerimäki church organ	1894.0
Q29251234	28	http://www.wikidata.org/entity/Q29251234	pipe organ (Lunéville)	1751.0
Q29326671	28	http://www.wikidata.org/entity/Q29326671	organ of Pernes-les-Fontaines (Vaucluse, Comtat Venaissin, France)	1603.0
Q29385590	28	http://www.wikidata.org/entity/Q29385590	Grand Pianoforte	1840.0
Q105421557	28	http://www.wikidata.org/entity/Q105421557	Q105421557	1600.0
Q117206510	28	http://www.wikidata.org/entity/Q117206510	Wagner organ in Angermünde	1744.0
Q13574180	27	http://www.wikidata.org/entity/Q13574180	Q13574180	1920.0
Q114057976	27	http://www.wikidata.org/entity/Q114057976	Petter Lindqvist organ	1768.0
Q12341642	26	http://www.wikidata.org/entity/Q12341642	Q12341642	1930.0
Q13157159	26	http://www.wikidata.org/entity/Q13157159	Loughnashade Trumpet	-99.0
Q117290097	26	http://www.wikidata.org/entity/Q117290097	pipe organ in Stendal (Saxony-Anhalt, Germany)	1580.0
Q11939509	25	http://www.wikidata.org/entity/Q11939509	Pipe organ of Murbach Abbey Church	1871.0
Q29128696	25	http://www.wikidata.org/entity/Q29128696	Choir organ of Cathédrale Notre-Dame de Bayeux	1861.0
Q29188750	25	http://www.wikidata.org/entity/Q29188750	pipe organ in Bastia	1740.0
Q29210709	25	http://www.wikidata.org/entity/Q29210709	pipe organ in Notre-Dame-des-Victoires basilica	1739.0
Q29262977	25	http://www.wikidata.org/entity/Q29262977	pipe organ  (Villefranche-de-Rouergue)	1845.0
Q56760585	25	http://www.wikidata.org/entity/Q56760585	Honour trumpet-2012.0300	1800.0
Q29334421	24	http://www.wikidata.org/entity/Q29334421	Q29334421	1880.0
Q29385588	24	http://www.wikidata.org/entity/Q29385588	"""The Gould"" Violin"	1693.0
Q29177165	23	http://www.wikidata.org/entity/Q29177165	pipe organ in Bar-sur-Aube (Aube, Champagne-Ardenne, France)	1744.0
Q56259481	23	http://www.wikidata.org/entity/Q56259481	Russian bassoon-084 bis	1830.0
Q65203986	23	http://www.wikidata.org/entity/Q65203986	Q65203986	1913.0
Q2576799	22	http://www.wikidata.org/entity/Q2576799	organ of Jørlunde Church	2009.0
Q18380331	22	http://www.wikidata.org/entity/Q18380331	Q18380331	1748.0
Q24706055	22	http://www.wikidata.org/entity/Q24706055	pipe organ of Aloja Lutheran church	1856.0
Q29128685	22	http://www.wikidata.org/entity/Q29128685	pipe organ in Juaye-Mondaye (Calvados, Normandy, France)	1742.0
Q29225383	22	http://www.wikidata.org/entity/Q29225383	pipe organ of the St-Martin church in Limoux (Aude, Occitanie, France)	1740.0
Q36350652	22	http://www.wikidata.org/entity/Q36350652	Cat-shaped trumpet	1000.0
Q43738782	22	http://www.wikidata.org/entity/Q43738782	Pipe organ of Basilica in Aglona	1701.0
Q29119050	21	http://www.wikidata.org/entity/Q29119050	Q29119050	1885.0
Q29306406	21	http://www.wikidata.org/entity/Q29306406	Manosque Saint-Sauveur	1625.0
Q29328351	21	http://www.wikidata.org/entity/Q29328351	Cathédrale Saint-Jean de Belley	1860.0
Q87485943	21	http://www.wikidata.org/entity/Q87485943	Organ of Stadtkirche Balingen	1767.0
Q89441855	21	http://www.wikidata.org/entity/Q89441855	Q89441855	1768.0
Q104769959	21	http://www.wikidata.org/entity/Q104769959	Q104769959	1613.0
Q116785564	21	http://www.wikidata.org/entity/Q116785564	Kose Church organ	1890.0
Q29260221	20	http://www.wikidata.org/entity/Q29260221	Foix, abbey church St.Volusien, great organ	1868.0
Q99657068	20	http://www.wikidata.org/entity/Q99657068	Conte de Fontana Stradivarius	1702.0
Q29111477	19	http://www.wikidata.org/entity/Q29111477	Jean-André Silbermann pipe organ	1781.0
Q29114239	19	http://www.wikidata.org/entity/Q29114239	pipe organ in Saint-Hippolyte (Haut-Rhin, Alsace, France)	1739.0
Q107046076	19	http://www.wikidata.org/entity/Q107046076	Temple bell, Eisanji	917.0
Q123531516	19	http://www.wikidata.org/entity/Q123531516	Willemotte	1734.0
Q56760375	18	http://www.wikidata.org/entity/Q56760375	Soprano saxhorn-E 1098	1856.0
Q102142197	18	http://www.wikidata.org/entity/Q102142197	Cảnh Thịnh bronze drum	1800.0
Q115550581	18	http://www.wikidata.org/entity/Q115550581	Great Bell of Changhua Confucian Temple	1805.0
Q29116683	17	http://www.wikidata.org/entity/Q29116683	Q29116683	1596.0
Q29225382	17	http://www.wikidata.org/entity/Q29225382	pipe organ (Saint Vincent Collegiate in Montreal, Aude, France)	1738.0
Q29230303	17	http://www.wikidata.org/entity/Q29230303	Nîmes St Paul church, main organ	1848.0
Q29328349	17	http://www.wikidata.org/entity/Q29328349	Orgue de tribune de l'église Saint-Michel de Nantua	1845.0
Q29334414	17	http://www.wikidata.org/entity/Q29334414	Q29334414	1835.0
Q29385694	17	http://www.wikidata.org/entity/Q29385694	Cittern	1685.0
Q115649739	17	http://www.wikidata.org/entity/Q115649739	Kromatisk nyckelharpa	1981.0
Q118214961	17	http://www.wikidata.org/entity/Q118214961	Bell Maria, 1888 ,Church of Saint Maurice, Olomouc	1888.0
Q29144878	16	http://www.wikidata.org/entity/Q29144878	Grandes orgues	1889.0
Q29385575	16	http://www.wikidata.org/entity/Q29385575	O-daiko	1873.0
Q65212504	16	http://www.wikidata.org/entity/Q65212504	Q65212504	1718.0
Q110553523	16	http://www.wikidata.org/entity/Q110553523	Sankt Petri kyrkas orgel by Olof Schwan	1797.0
Q111845172	16	http://www.wikidata.org/entity/Q111845172	Q111845172	1587.0
Q117036021	16	http://www.wikidata.org/entity/Q117036021	Pipe organ of Savona Cathedral	1800.0
Q18380332	15	http://www.wikidata.org/entity/Q18380332	Q18380332	1699.0	
Q29199435	15	http://www.wikidata.org/entity/Q29199435	pipe organ of the Saint-Pierre church in Jussey	1717.0
Q66565800	15	http://www.wikidata.org/entity/Q66565800	Karlštejnská zvonkohra	2013.0
Q84992079	15	http://www.wikidata.org/entity/Q84992079	Sistrum-E 11201	-1000.0
Q29126081	14	http://www.wikidata.org/entity/Q29126081	Église Notre-Dame du Marthuret	1838.0
Q29263652	14	http://www.wikidata.org/entity/Q29263652	pipe organ (Saint-Gaudens, Haute-Garonne, France)	1700.0
Q56259576	14	http://www.wikidata.org/entity/Q56259576	Soprano saxhorn-E 2211	1850.0
Q114025487	14	http://www.wikidata.org/entity/Q114025487	Organ of Kerimäki Church winter annex	1986.0
Q117327204	14	http://www.wikidata.org/entity/Q117327204	pipe organ (Nîmes Saint-Baudile)	1876.0
Q121834109	14	http://www.wikidata.org/entity/Q121834109	lyre-guitar	1800.0
Q29185820	13	http://www.wikidata.org/entity/Q29185820	Grandes-orgues de la basilique Saint-Jean-Baptiste de Chaumont	1768.0
Q29215157	13	http://www.wikidata.org/entity/Q29215157	pipe organ (Nemours, Seine-et-Marne, France)	1653.0
Q56259281	13	http://www.wikidata.org/entity/Q56259281	Buccin-081 bis	1825.0
Q56760305	13	http://www.wikidata.org/entity/Q56760305	Russian bassoon-E 267	1900.0
Q96279811	13	http://www.wikidata.org/entity/Q96279811	Marangona	1819.0
Q106419216	13	http://www.wikidata.org/entity/Q106419216	Poledník	1723.0
Q110331704	13	http://www.wikidata.org/entity/Q110331704	Opus 979	1923.0
Q110420184	13	http://www.wikidata.org/entity/Q110420184	Sankta Gertruds kyrkas orgel by Jonas Wistenius	1743.0
Q110539276	13	http://www.wikidata.org/entity/Q110539276	Trefaldighetskyrkans orgel by Pehr Zacharias Strand	1827.0
Q111822632	13	http://www.wikidata.org/entity/Q111822632	main organ in Remiremont (Vosges, France)	1845.0
Q112306800	13	http://www.wikidata.org/entity/Q112306800	Q112306800	1536.0
Q115650080	13	http://www.wikidata.org/entity/Q115650080	Q115650080	1977.0
Q56760330	12	http://www.wikidata.org/entity/Q56760330	Soprano saxhorn-E 1693	1858.0
Q69892243	12	http://www.wikidata.org/entity/Q69892243	Quadruple duct flute-promised gift of Timothy Phillips	1000.0
Q108431348	12	http://www.wikidata.org/entity/Q108431348	Bourdon Clock Waalsdorpervlakte	1959.0
Q110397198	12	http://www.wikidata.org/entity/Q110397198	Näshults kyrkas orgel by Johannes Magnusson	1863.0
Q29225378	11	http://www.wikidata.org/entity/Q29225378	Q29225378	1750.0
Q29233955	11	http://www.wikidata.org/entity/Q29233955	Grandstand pipe organ on the Notre-Dame-du-Lac church  in Lunel (Hérault, France)	1856.0
Q56259346	11	http://www.wikidata.org/entity/Q56259346	Buccin-2012.0.45	1900.0
Q56260317	11	http://www.wikidata.org/entity/Q56260317	Ophicleide-05.547	1820.0
Q112731055	11	http://www.wikidata.org/entity/Q112731055	Pipe organ of Saint John the Evangelist church in Aigen	1997.0
Q115654963	11	http://www.wikidata.org/entity/Q115654963	Q115654963	1977.0
Q118215163	11	http://www.wikidata.org/entity/Q118215163	Bell Maria, 1925, Church of Saint Maurice, Olomouc	1925.0
Q123009883	11	http://www.wikidata.org/entity/Q123009883	Q123009883	1839.0
Q29134145	10	http://www.wikidata.org/entity/Q29134145	pipe organ in Saint-Jean-Baptiste church in Saint-Jean-de-Losne	1768.0
Q106418785	10	http://www.wikidata.org/entity/Q106418785	Budvar	1995.0
Q113087779	10	http://www.wikidata.org/entity/Q113087779	Q113087779	1973.0
Q115650537	10	http://www.wikidata.org/entity/Q115650537	Kromatisk nyckelharpa	1945.0
Q29114218	9	http://www.wikidata.org/entity/Q29114218	Pipe organ of Notre-Dame-des-Sept-Douleurs church in Kientzheim (Alsace, France)	1847.0
Q29251250	9	http://www.wikidata.org/entity/Q29251250	Blâmont St-Maurice church	1768.0
Q51363800	9	http://www.wikidata.org/entity/Q51363800	Pipe organ of Lutheran church in Viļķene	1868.0
Q114394334	9	http://www.wikidata.org/entity/Q114394334	Marco da Paz	2014.0
Q96024596	8	http://www.wikidata.org/entity/Q96024596	Marta	1723.0
Q97102723	8	http://www.wikidata.org/entity/Q97102723	orgue Casavant, Opus 3896	2013.0
Q110420755	8	http://www.wikidata.org/entity/Q110420755	Bredestads kyrka orgel by Jonas Wistenius	1750.0
Q110453444	8	http://www.wikidata.org/entity/Q110453444	Åseda kyrkas orgel by Sven Axtelius	1753.0
Q116771674	8	http://www.wikidata.org/entity/Q116771674	Veikko Virtanen organ at Espoo Cathedral	2012.0
Q29138487	7	http://www.wikidata.org/entity/Q29138487	Orgue de tribune de la cathédrale Vieux-Saint-Vincent de Mâcon	1841.0
Q29153972	7	http://www.wikidata.org/entity/Q29153972	pipe organ in Notre-Dame church in Vitré	1851.0
Q97197709	7	http://www.wikidata.org/entity/Q97197709	Orgue de Cardona	1948.0
Q107710322	7	http://www.wikidata.org/entity/Q107710322	Bankekinds kyrkas orgel by Jonas Wistenius	1758.0
Q107740854	7	http://www.wikidata.org/entity/Q107740854	Vreta klosters kyrkas orgel by Jonas Wistenius	1747.0
Q110389799	7	http://www.wikidata.org/entity/Q110389799	Korsberga kyrkas orgel by Johannes Magnusson	1865.0
Q110400841	7	http://www.wikidata.org/entity/Q110400841	Sätila kyrkas orgel by Jonas Wistenius	1761.0
Q110411910	7	http://www.wikidata.org/entity/Q110411910	Barnarps kyrkas orgel by Jonas Wistenius	1750.0
Q112731054	7	http://www.wikidata.org/entity/Q112731054	Riedl-Positiv Gmünd-Neustadt	1997.0
Q113091013	7	http://www.wikidata.org/entity/Q113091013	Späth-Orgel in St. Jakob	1950.0
Q113489274	7	http://www.wikidata.org/entity/Q113489274	Västra Hargs kyrkas kororgel by Reinhard Kohlus	1968.0
Q29138485	6	http://www.wikidata.org/entity/Q29138485	Orgue de chœur de l'église Saint-Pierre de Mâcon	1866.0
Q63865605	6	http://www.wikidata.org/entity/Q63865605	Pipe organ of Igreja da Ordem Terceira do Carmo, Salvador, Bahia	1889.0
Q107640657	6	http://www.wikidata.org/entity/Q107640657	Q107640657	1841.0
Q107642917	6	http://www.wikidata.org/entity/Q107642917	Åtvids gamla kyrkas orgel by Jonas Wistenius	1751.0
Q110393649	6	http://www.wikidata.org/entity/Q110393649	Lenhovda kyrkas orgel by Johannes Magnusson	1849.0
Q110402481	6	http://www.wikidata.org/entity/Q110402481	Svarttorps gamla kyrkas orgel by Jonas Wistenius	1763.0
Q110414358	6	http://www.wikidata.org/entity/Q110414358	Näshults kyrkas orgel by Jonas Wistenius	1744.0
Q110426889	6	http://www.wikidata.org/entity/Q110426889	Herrestads kyrkas orgel by Jonas Wistenius	1766.0
Q110585188	6	http://www.wikidata.org/entity/Q110585188	Sankta Maria kyrkas orgel by Johan Georg Amdor	1709.0
Q112980093	6	http://www.wikidata.org/entity/Q112980093	Hammer-Orgel in Auferstehungskirche	1966.0
Q29230306	5	http://www.wikidata.org/entity/Q29230306	Nîmes Saint-Charles church	1850.0
Q88183178	5	http://www.wikidata.org/entity/Q88183178	Fleyé	1958.0
Q108059222	5	http://www.wikidata.org/entity/Q108059222	Fagervik Church organ	1700.0
Q110420843	5	http://www.wikidata.org/entity/Q110420843	Askeryds kyrkas orgel by Jonas Wistenius	1760.0
Q112056297	5	http://www.wikidata.org/entity/Q112056297	Q112056297	1878.0
Q115654996	5	http://www.wikidata.org/entity/Q115654996	Kromatisk nyckelharpa	1972.0
Q115655946	5	http://www.wikidata.org/entity/Q115655946	Nyckelharpa	1779.0
Q107643478	4	http://www.wikidata.org/entity/Q107643478	Skällviks kyrkas orgel by Jonas Wistenius	1762.0
Q107718434	4	http://www.wikidata.org/entity/Q107718434	Odensvi kyrkas orgel by Jonas Wistenius	1776.0
Q110391589	4	http://www.wikidata.org/entity/Q110391589	Almundsryds kyrkas orgel by Magnusson and Johansson	1861.0
Q110401748	4	http://www.wikidata.org/entity/Q110401748	Tölö kyrkas orgel by Jonas Wistenius	1775.0
Q110402589	4	http://www.wikidata.org/entity/Q110402589	Röks gamla kyrka orgel by Jonas Wistenius	1752.0
Q110427008	4	http://www.wikidata.org/entity/Q110427008	Landeryds kyrkas orgel by Jonas Wistenius	1767.0
Q112065595	4	http://www.wikidata.org/entity/Q112065595	Källa nya kyrkas orgel by Carl Elfström	1892.0
Q113054570	4	http://www.wikidata.org/entity/Q113054570	Q113054570	1960.0
Q122911455	4	http://www.wikidata.org/entity/Q122911455	Q122911455	1950.0
Q56711532	3	http://www.wikidata.org/entity/Q56711532	Forveille straight serpent-E 0869	1830.0
Q56711788	3	http://www.wikidata.org/entity/Q56711788	Forveille straight serpent-2012.0.65	1830.0
Q110386818	3	http://www.wikidata.org/entity/Q110386818	Hemmesjö nya kyrkas orgel by Magnusson and Johansson	1857.0
Q110397467	3	http://www.wikidata.org/entity/Q110397467	Arby kyrkas orgel by Johannes Magnusson	1852.0
Q110559982	3	http://www.wikidata.org/entity/Q110559982	Falsterbo kyrkas orgel by Andreas Malmlöf	1769.0
Q112066206	3	http://www.wikidata.org/entity/Q112066206	Hamneda kyrkas orgel by Carl Elfström	1900.0
Q112092593	3	http://www.wikidata.org/entity/Q112092593	Q112092593	1600.0
Q87196901	2	http://www.wikidata.org/entity/Q87196901	Door knocker-MAO 97	1300.0
Q107640358	2	http://www.wikidata.org/entity/Q107640358	Q107640358	1932.0
Q107641219	2	http://www.wikidata.org/entity/Q107641219	Q107641219	1864.0
Q110393736	2	http://www.wikidata.org/entity/Q110393736	Norra Sandsjö kyrkas orgel by Johannes Magnusson	1855.0
Q112055681	2	http://www.wikidata.org/entity/Q112055681	Silbodals kyrkas orgel by Carl Elfström	1912.0
Q112056233	2	http://www.wikidata.org/entity/Q112056233	Vartofta-Åsaka kyrkas orgel by Carl Elfström	1880.0
Q112056524	2	http://www.wikidata.org/entity/Q112056524	Hannäs kyrkas orgel by Carl Elfström	1885.0
Q112056554	2	http://www.wikidata.org/entity/Q112056554	Gårdeby kyrkas orgel by Carl Elfström	1887.0
Q112056585	2	http://www.wikidata.org/entity/Q112056585	Bjälbo kyrkas orgel by Carl Elfström	1882.0
Q112056625	2	http://www.wikidata.org/entity/Q112056625	Q112056625	1886.0
Q115655840	2	http://www.wikidata.org/entity/Q115655840	Nyckelharpa	1781.0
Q31088988	1	http://www.wikidata.org/entity/Q31088988	Swahili olifant counterweigth	1700.0
Q110386100	1	http://www.wikidata.org/entity/Q110386100	Bäckebo kyrkas orgel by Johannes Magnusson	1848.0
Q110390806	1	http://www.wikidata.org/entity/Q110390806	Påskallaviks kyrkas orgel by Johannes Magnusson	1865.0
Q110390874	1	http://www.wikidata.org/entity/Q110390874	Skirö kyrkas orgel by Johannes Magnusson	1857.0
Q110397295	1	http://www.wikidata.org/entity/Q110397295	Nävelsjö kyrkas orgel by Johannes Magnusson	1852.0
Q112056615	1	http://www.wikidata.org/entity/Q112056615	Q112056615	1886.0
