Entity	QRank	museum	museumLabel	Rank_lat
Q2853355	1894	http://www.wikidata.org/entity/Q2853355	Milan Antiquarium	45.45795
Q21235393	1894	http://www.wikidata.org/entity/Q21235393	Falerio Picenus	43.10145
Q27825053	1887	http://www.wikidata.org/entity/Q27825053	MUSME	45.40526
Q3905107	1876	http://www.wikidata.org/entity/Q3905107	Civic Pinacotheca of Reggio Calabria	38.109653
Q3328381	1870	http://www.wikidata.org/entity/Q3328381	Museo archeologico e d'arte della Maremma	42.761528
Q65007954	1866	http://www.wikidata.org/entity/Q65007954	Parco archeologico comunale di Seradina-Bedolina	46.033333
Q3868375	1863	http://www.wikidata.org/entity/Q3868375	Museo Ferroviario Piemontese	44.64051
Q3867610	1857	http://www.wikidata.org/entity/Q3867610	Museo Guttuso	38.0899
Q586045	1855	http://www.wikidata.org/entity/Q586045	Necropolis of Santu Pedru	40.62313889
Q20853245	1848	http://www.wikidata.org/entity/Q20853245	Santa Maria della Quercia	42.429775
Q20443735	1847	http://www.wikidata.org/entity/Q20443735	Bicknell Museum	43.78208
Q3662333	1844	http://www.wikidata.org/entity/Q3662333	Castello Malaspina	44.76788
Q3329481	1842	http://www.wikidata.org/entity/Q3329481	Gaio Cilnio Mecenate State Archaeological Museum	43.460686
Q2243854	1837	http://www.wikidata.org/entity/Q2243854	Velthurns Castle	46.669931
Q112045566	1827	http://www.wikidata.org/entity/Q112045566	Museo dell'Ottocento	42.45818
Q2514683	1824	http://www.wikidata.org/entity/Q2514683	Civic Museum of Bozen	46.499897
Q3879887	1822	http://www.wikidata.org/entity/Q3879887	nuraghe Mannu	40.259273
Q4011980	1816	http://www.wikidata.org/entity/Q4011980	Villa Faraggiana	44.33161111
Q3329470	1813	http://www.wikidata.org/entity/Q3329470	Archaeological Museum of Populonia	42.923363
Q60651324	1813	http://www.wikidata.org/entity/Q60651324	Q60651324	41.2069456
Q3867897	1812	http://www.wikidata.org/entity/Q3867897	Q3867897	41.558630555556
Q3868415	1812	http://www.wikidata.org/entity/Q3868415	Museo Nazionale Giuseppe Verdi	44.977714
Q3867889	1810	http://www.wikidata.org/entity/Q3867889	Museum of Musical Instruments	43.7765
Q830233	1808	http://www.wikidata.org/entity/Q830233	Museum of Deportation and Resistance	43.923173
Q4012726	1808	http://www.wikidata.org/entity/Q4012726	Villa di Domiziano al Circeo	41.26845
Q3867882	1806	http://www.wikidata.org/entity/Q3867882	G.B. Cavalcaselle Fresco Museum	45.433193
Q55372377	1805	http://www.wikidata.org/entity/Q55372377	Museo della Radio e della Televisione	45.06859
Q76998386	1802	http://www.wikidata.org/entity/Q76998386	Municipal Antiquarium	41.8875
Q49963329	1799	http://www.wikidata.org/entity/Q49963329	Buso della rana	45.6504
Q55189251	1796	http://www.wikidata.org/entity/Q55189251	Castello di Serralunga	44.61077
Q3868054	1795	http://www.wikidata.org/entity/Q3868054	Museo della Specola (Bologna)	44.49669
Q3867781	1786	http://www.wikidata.org/entity/Q3867781	Villa Colloredo Mels Museum	43.406268
Q3889681	1785	http://www.wikidata.org/entity/Q3889681	Palazzo Bonacossi	44.831974
Q3923979	1785	http://www.wikidata.org/entity/Q3923979	Rectory of Saints Michael and Francis	43.812225
Q2940778	1783	http://www.wikidata.org/entity/Q2940778	Casa Siviero	43.76491
Q3329493	1783	http://www.wikidata.org/entity/Q3329493	Museo Archeologico Regionale	45.738396
Q3867621	1782	http://www.wikidata.org/entity/Q3867621	Morandi Museum	44.49383
Q3867677	1781	http://www.wikidata.org/entity/Q3867677	Archaeological Museum of ancient Capua	41.08059
Q3757741	1776	http://www.wikidata.org/entity/Q3757741	Naples Academy of Fine Arts	40.851572
Q55677876	1771	http://www.wikidata.org/entity/Q55677876	Carcere Borbonico	40.914391068883
Q3867893	1763	http://www.wikidata.org/entity/Q3867893	Museo etnografico trentino San Michele	46.187866
Q1118778	1761	http://www.wikidata.org/entity/Q1118778	Civico museo biblioteca dell'attore	44.407124
Q3867670	1761	http://www.wikidata.org/entity/Q3867670	Museo civico di Cabras	39.932205
Q2052048	1758	http://www.wikidata.org/entity/Q2052048	Mineral park of Gavorrano	42.9211
Q3868188	1758	http://www.wikidata.org/entity/Q3868188	Museum of Human Anatomy Luigi Rolando	45.049484
Q2592412	1751	http://www.wikidata.org/entity/Q2592412	Wolfsoniana	44.382404
Q3664905	1749	http://www.wikidata.org/entity/Q3664905	Centro studi e archivio della comunicazione	44.8567706
Q16559252	1748	http://www.wikidata.org/entity/Q16559252	Giardino Jacquard	45.71583333
Q3217568	1746	http://www.wikidata.org/entity/Q3217568	Lanificio Conte	45.713888888889
Q3328376	1746	http://www.wikidata.org/entity/Q3328376	Museo archeologico nazionale di Orvieto	42.716927
Q3361362	1736	http://www.wikidata.org/entity/Q3361362	Palazzo delle papesse, centro arte contemporanea	43.317
Q20008342	1736	http://www.wikidata.org/entity/Q20008342	Museo della Battaglia di Vittorio Veneto	45.976658
Q29706	1734	http://www.wikidata.org/entity/Q29706	Castle of Baron Gamba	45.745291
Q3868126	1734	http://www.wikidata.org/entity/Q3868126	Luigi Marzoli Arms Museum	45.541065
Q3868491	1728	http://www.wikidata.org/entity/Q3868491	Museo tridentino di scienze naturali	46.0668
Q51166	1727	http://www.wikidata.org/entity/Q51166	Luigi Bailo Museum	45.400303
Q3660929	1727	http://www.wikidata.org/entity/Q3660929	Musei della Cartiera Papale	42.8495
Q632638	1726	http://www.wikidata.org/entity/Q632638	Archeoparc Schnals	46.724285
Q3886279	1724	http://www.wikidata.org/entity/Q3886279	Botanical Garden of Parma	44.795930555556
Q1113291	1723	http://www.wikidata.org/entity/Q1113291	Museum of Precinema	45.40001
Q3867635	1723	http://www.wikidata.org/entity/Q3867635	Museo Retico	46.3702169
Q4012772	1723	http://www.wikidata.org/entity/Q4012772	Villa di Tigellio	39.22057
Q3867902	1719	http://www.wikidata.org/entity/Q3867902	Museo dei Grandi Fiumi	45.064541
Q3661278	1718	http://www.wikidata.org/entity/Q3661278	House of Cristoforo Colombo	44.38915
Q18613378	1718	http://www.wikidata.org/entity/Q18613378	Museum of Saint Augustine	44.40434
Q3748713	1707	http://www.wikidata.org/entity/Q3748713	Fortezza Santa Barbara	43.929129
Q3868045	1704	http://www.wikidata.org/entity/Q3868045	Museum of the Roman Republic and Garibaldi Memorial	41.888444
Q55386187	1698	http://www.wikidata.org/entity/Q55386187	Planetarium of Turin	45.041397
Q952115	1697	http://www.wikidata.org/entity/Q952115	Parco Archeominerario di San Silvestro	43.073858
Q3968777	1696	http://www.wikidata.org/entity/Q3968777	Stazione Neapolis	40.853317
Q66311653	1695	http://www.wikidata.org/entity/Q66311653	Museo Franco Zeffirelli	43.770083333333
Q3886276	1688	http://www.wikidata.org/entity/Q3886276	Istituto ed orto botanico	45.63333333
Q2222749	1684	http://www.wikidata.org/entity/Q2222749	Area archeologica di Sant'Anastasia	39.6166861
Q55685680	1683	http://www.wikidata.org/entity/Q55685680	Museo nazionale Collezione Salce	45.665623
Q113630758	1683	http://www.wikidata.org/entity/Q113630758	Q113630758	41.131431836074
Q107138092	1676	http://www.wikidata.org/entity/Q107138092	Q107138092	45.06
Q18288315	1675	http://www.wikidata.org/entity/Q18288315	Forte di Santa Tecla	43.814610545
Q3748552	1669	http://www.wikidata.org/entity/Q3748552	Forte Falcone	42.816648
Q3603991	1667	http://www.wikidata.org/entity/Q3603991	Accademia dei Concordi di Rovigo	45.071111111111
Q3868094	1664	http://www.wikidata.org/entity/Q3868094	Giorgio Amarelli Museum of Liquorice	39.611036
Q4148754	1663	http://www.wikidata.org/entity/Q4148754	Hellenic Institute of Byzantine and Post-Byzantine Studies in Venice	45.435593
Q26258093	1661	http://www.wikidata.org/entity/Q26258093	Castello di Capua	41.510893
Q3868061	1651	http://www.wikidata.org/entity/Q3868061	Museo della carta	40.63971
Q29904974	1648	http://www.wikidata.org/entity/Q29904974	Titian house	46.42795
Q3995191	1647	http://www.wikidata.org/entity/Q3995191	Torre guelfa	43.71363611
Q3328378	1643	http://www.wikidata.org/entity/Q3328378	Museo Civico	43.318188
Q3874168	1640	http://www.wikidata.org/entity/Q3874168	Punic necropolis	38.10861111
Q1822577	1633	http://www.wikidata.org/entity/Q1822577	tomba dei giganti di Li Lolghi	41.066701
Q3867601	1633	http://www.wikidata.org/entity/Q3867601	Museo Borgogna (Vercelli)	45.3255
Q43569966	1628	http://www.wikidata.org/entity/Q43569966	Fortezza Vecchia	39.116047
Q3944423	1620	http://www.wikidata.org/entity/Q3944423	Sacello degli Augustali	40.7875
Q3596102	1619	http://www.wikidata.org/entity/Q3596102	Museo di Arte Moderna e Contemporanea	46.062425
Q3328394	1617	http://www.wikidata.org/entity/Q3328394	National Archeological Museum of Pontecagnano	40.639847
Q4012798	1616	http://www.wikidata.org/entity/Q4012798	Varignano Roman Villa	44.0638
Q55676410	1614	http://www.wikidata.org/entity/Q55676410	Civitacampomarano Castle	41.780496
Q1954236	1612	http://www.wikidata.org/entity/Q1954236	Diocesan museum (Catania)	37.502003
Q18785402	1610	http://www.wikidata.org/entity/Q18785402	Castel Caldes	46.365673
Q16621620	1608	http://www.wikidata.org/entity/Q16621620	Villa del Colle del Cardinale	43.17911
Q18558569	1608	http://www.wikidata.org/entity/Q18558569	Abbey of San Bartolomeo (Carpineto della Nora)	42.338172222222
Q1684108	1602	http://www.wikidata.org/entity/Q1684108	Jaufenburg	46.815178
Q3697254	1602	http://www.wikidata.org/entity/Q3697254	Cripta e museo di Sant'Anastasio	44.899444444444
Q3747222	1601	http://www.wikidata.org/entity/Q3747222	Fondazione Spadolini Nuova Antologia	43.744686
Q3868076	1598	http://www.wikidata.org/entity/Q3868076	Palazzo San Sebastiano	45.15035
Q603939	1596	http://www.wikidata.org/entity/Q603939	Museo Storico dei Bersaglieri	41.909115813121
Q63522073	1596	http://www.wikidata.org/entity/Q63522073	bell tower of San Martino	43.840583333333
Q2113732	1591	http://www.wikidata.org/entity/Q2113732	Albucciu nuragic complex	41.06805556
Q3867852	1588	http://www.wikidata.org/entity/Q3867852	Villa Croce museum of Contemporary Art	44.398279
Q3604676	1587	http://www.wikidata.org/entity/Q3604676	Municipal Aquarium (Livorno)	43.5354
Q3841198	1584	http://www.wikidata.org/entity/Q3841198	MAGI '900 - Museum of Artistic and Historical Excellence	44.710625
Q55368931	1582	http://www.wikidata.org/entity/Q55368931	Palazzo dei Musei	44.700228
Q1749976	1580	http://www.wikidata.org/entity/Q1749976	Serra Orrios	40.333833333333
Q3868184	1580	http://www.wikidata.org/entity/Q3868184	Museum of St Mary of the Angels	43.0581
Q3859479	1579	http://www.wikidata.org/entity/Q3859479	Santa Prisca Mithraeum	41.883
Q3328390	1576	http://www.wikidata.org/entity/Q3328390	Museo minerario di Abbadia San Salvatore	42.8823271
Q3661129	1571	http://www.wikidata.org/entity/Q3661129	Casa Museo Antonio Gramsci	40.123787
Q3867963	1569	http://www.wikidata.org/entity/Q3867963	Museo del Paesaggio	45.92245
Q3670113	1568	http://www.wikidata.org/entity/Q3670113	Church of Saint Francis Saverio	44.3882
Q16566376	1566	http://www.wikidata.org/entity/Q16566376	Ipogeo	37.0588498
Q5556	1565	http://www.wikidata.org/entity/Q5556	Musei civici di Treviso	45.666727777778
Q3868069	1560	http://www.wikidata.org/entity/Q3868069	Museo regionale della ceramica	37.2360071
Q3763989	1558	http://www.wikidata.org/entity/Q3763989	Gibil Gabib	37.48991
Q19838997	1549	http://www.wikidata.org/entity/Q19838997	Palais Mamming Museum	46.671588
Q1445391	1547	http://www.wikidata.org/entity/Q1445391	International Red Cross Museum	45.38942
Q3984389	1547	http://www.wikidata.org/entity/Q3984389	Q3984389	37.50093889
Q1082578	1542	http://www.wikidata.org/entity/Q1082578	"Bergamo Botanical Garden ""Lorenzo Rota"""	45.70777778
Q3889406	1542	http://www.wikidata.org/entity/Q3889406	Palazzetto Baviera	43.715272
Q48810793	1536	http://www.wikidata.org/entity/Q48810793	Casa natale di Gaetano Donizetti	45.706308333333
Q18709981	1535	http://www.wikidata.org/entity/Q18709981	Casa Romana di Vespasia Polla	42.73377
Q3867607	1533	http://www.wikidata.org/entity/Q3867607	Pietro Doderlein	38.111988
Q3867609	1532	http://www.wikidata.org/entity/Q3867609	Museo Glauco Lombardi	44.803708333333
Q3868052	1532	http://www.wikidata.org/entity/Q3868052	Museo della Sindone	45.07608
Q2511181	1531	http://www.wikidata.org/entity/Q2511181	Vassallaggi	37.47043
Q3777130	1525	http://www.wikidata.org/entity/Q3777130	Q3777130	40.580892
Q55434355	1523	http://www.wikidata.org/entity/Q55434355	Parco Faunistico di Spormaggiore	46.212366666667
Q3906240	1520	http://www.wikidata.org/entity/Q3906240	Astronomical Museum with Planetarium	41.83121
Q3867626	1519	http://www.wikidata.org/entity/Q3867626	Museo Napoli Novecento	40.8438
Q3867964	1518	http://www.wikidata.org/entity/Q3867964	Museum of Tomato	44.740722222222
Q17636854	1516	http://www.wikidata.org/entity/Q17636854	"Museo Nazionale Etrusco ""Pompeo Aria"""	44.336773
Q21236953	1516	http://www.wikidata.org/entity/Q21236953	Biblioteca Guarneriana	46.1601461
Q3757765	1514	http://www.wikidata.org/entity/Q3757765	Galleria nazionale della Puglia	41.10671
Q3939415	1512	http://www.wikidata.org/entity/Q3939415	Rocca Sillana	43.274447
Q1662313	1506	http://www.wikidata.org/entity/Q1662313	Historical museum of infantry	41.88888889
Q3361301	1506	http://www.wikidata.org/entity/Q3361301	Palazzo Ducale	40.7267
Q3661344	1505	http://www.wikidata.org/entity/Q3661344	Casa natale di Amedeo Modigliani	43.543724
Q2525660	1496	http://www.wikidata.org/entity/Q2525660	Roman villa of San Biagio	38.129898
Q3662347	1495	http://www.wikidata.org/entity/Q3662347	Castello Cesi	42.00977
Q28554433	1494	http://www.wikidata.org/entity/Q28554433	Museum of Pasta	44.740722222222
Q18715459	1493	http://www.wikidata.org/entity/Q18715459	Museum Venanzo Crocetti	41.95949
Q30090778	1491	http://www.wikidata.org/entity/Q30090778	Museo di Salò	45.6076
Q1251366	1490	http://www.wikidata.org/entity/Q1251366	South Tyrol Museum of Nature	46.501132
Q21968175	1489	http://www.wikidata.org/entity/Q21968175	Antiquarium Forense	41.89081
Q3867742	1488	http://www.wikidata.org/entity/Q3867742	Museo artistico industriale 'Filippo Palizzi'	40.83472
Q3662803	1480	http://www.wikidata.org/entity/Q3662803	Piombino Castle	42.921261
Q55685814	1480	http://www.wikidata.org/entity/Q55685814	Museo nazionale di Castello Pandone	41.483333333333
Q3867829	1479	http://www.wikidata.org/entity/Q3867829	Museo di Storia Naturale	45.438388888889
Q3867630	1478	http://www.wikidata.org/entity/Q3867630	Nivola Museum	40.247052
Q3868068	1478	http://www.wikidata.org/entity/Q3868068	Ferrara Cathedral Museum	44.83493
Q3868217	1477	http://www.wikidata.org/entity/Q3868217	Naples Mineralogy Museum	40.846999
Q3677227	1472	http://www.wikidata.org/entity/Q3677227	Cineteca Italiana	45.475409
Q3471777	1471	http://www.wikidata.org/entity/Q3471777	Abini nuragic sanctuary	40.145277777778
Q3868213	1470	http://www.wikidata.org/entity/Q3868213	Museum of Contemporary Photography	45.557343
Q24941206	1466	http://www.wikidata.org/entity/Q24941206	Giacomo Manzù Museum	41.60803
Q3867699	1458	http://www.wikidata.org/entity/Q3867699	National Museum of Matera	40.663902
Q3696340	1455	http://www.wikidata.org/entity/Q3696340	Covolo di Butistone	45.949353
Q3867768	1450	http://www.wikidata.org/entity/Q3867768	Palazzo Pretorio Museum	43.880829
Q21236652	1445	http://www.wikidata.org/entity/Q21236652	MAG Museo Alto Garda	45.884193
Q1407567	1443	http://www.wikidata.org/entity/Q1407567	Tumulus of Montefortini	43.7928
Q3867926	1443	http://www.wikidata.org/entity/Q3867926	Museo del Risorgimento	44.41248
Q3346916	1441	http://www.wikidata.org/entity/Q3346916	Area funeraria fuori Porta Decumana	45.7349
Q35272237	1440	http://www.wikidata.org/entity/Q35272237	Palazzo della Magnifica Comunità di Fiemme	46.2914
Q55359482	1439	http://www.wikidata.org/entity/Q55359482	Museo dei Fossili di Bolca	45.596115
Q3867727	1438	http://www.wikidata.org/entity/Q3867727	Museo archeologico provinciale	40.63948
Q24575434	1437	http://www.wikidata.org/entity/Q24575434	Museo Civico di Montepulciano	43.093483
Q3868091	1435	http://www.wikidata.org/entity/Q3868091	Museum of Plaster Figurines	44.647217
Q3890772	1432	http://www.wikidata.org/entity/Q3890772	Palazzo Rocca	44.316914
Q54854692	1426	http://www.wikidata.org/entity/Q54854692	Museo pontificio della Santa Casa	43.44094
Q3868144	1417	http://www.wikidata.org/entity/Q3868144	museum of the world cultures	44.41845
Q24940907	1413	http://www.wikidata.org/entity/Q24940907	Museo Regionale di Storia Naturale e mostra permanente del carretto siciliano	38.15364
Q16609865	1410	http://www.wikidata.org/entity/Q16609865	Belluno Civic Museum	46.13841
Q3867726	1407	http://www.wikidata.org/entity/Q3867726	Museo archeologico provinciale di Salerno	40.67902
Q3801605	1406	http://www.wikidata.org/entity/Q3801605	Q3801605	46.092316
Q28402919	1403	http://www.wikidata.org/entity/Q28402919	Video Game Museum of Rome	41.916764
Q3867564	1401	http://www.wikidata.org/entity/Q3867564	Museo-casa natale di Giacomo Puccini	43.843303
Q4012540	1401	http://www.wikidata.org/entity/Q4012540	Villa Sforzesca	42.78274167
Q1527922	1398	http://www.wikidata.org/entity/Q1527922	Touriseum	46.660799
Q94656536	1398	http://www.wikidata.org/entity/Q94656536	Museum of the Moon	42.083111111111
Q3906239	1392	http://www.wikidata.org/entity/Q3906239	Q3906239	38.11904444
Q20009743	1392	http://www.wikidata.org/entity/Q20009743	Museo archeologico regionale di Kamarina	36.87214
Q3890486	1380	http://www.wikidata.org/entity/Q3890486	Palazzo Miniscalchi	45.44515
Q28004133	1379	http://www.wikidata.org/entity/Q28004133	San Giuliano	38.036846
Q3757693	1378	http://www.wikidata.org/entity/Q3757693	Galleria Rinaldo Carnielo, Florence	43.78121944
Q15983747	1374	http://www.wikidata.org/entity/Q15983747	Civic museum of Crema	45.36168
Q52205645	1369	http://www.wikidata.org/entity/Q52205645	Roccolo Castle	44.52956
Q3757711	1367	http://www.wikidata.org/entity/Q3757711	galleria comunale d'arte	39.2260068073
Q3926590	1367	http://www.wikidata.org/entity/Q3926590	Quadreria dei Girolamini	40.85301389
Q3662943	1364	http://www.wikidata.org/entity/Q3662943	Castello di Valperga	45.372845
Q27165483	1364	http://www.wikidata.org/entity/Q27165483	Little museum of the Diary	43.668797
Q3868416	1363	http://www.wikidata.org/entity/Q3868416	National Museum of Medieval and Modern Art of Basilicata	40.663071
Q3868335	1360	http://www.wikidata.org/entity/Q3868335	Museo diocesano Francesco Gonzaga	45.161457
Q3868344	1355	http://www.wikidata.org/entity/Q3868344	Donizetti Museum	45.703835
Q3867704	1350	http://www.wikidata.org/entity/Q3867704	National Archaeological Museum of Sannio Caudino	41.067318
Q25949914	1350	http://www.wikidata.org/entity/Q25949914	Museo dei Tasso e della storia postale	45.89274
Q3867764	1348	http://www.wikidata.org/entity/Q3867764	Museo civico	43.3533
Q21552088	1348	http://www.wikidata.org/entity/Q21552088	Museo d'arte contemporanea di Gibellina	37.812
Q3328409	1346	http://www.wikidata.org/entity/Q3328409	Museo delle Miniere di Mercurio del Monte Amiata	42.8314647
Q3868230	1345	http://www.wikidata.org/entity/Q3868230	Enrico Caffi Museum of Natural Science	45.705532
Q3868453	1342	http://www.wikidata.org/entity/Q3868453	Regional Museum of Pottery	43.02824
Q3868030	1340	http://www.wikidata.org/entity/Q3868030	Museo dell'Oro e della Bessa	45.482594
Q3867617	1339	http://www.wikidata.org/entity/Q3867617	Museo Mario Praz	41.901863
Q2295836	1337	http://www.wikidata.org/entity/Q2295836	University of Ferrara Botanic Garden	44.842092
Q1634579	1327	http://www.wikidata.org/entity/Q1634579	Malchittu nuragic temple	41.075
Q3678769	1320	http://www.wikidata.org/entity/Q3678769	Museo Civico Archeologico	45.705772
Q3867569	1319	http://www.wikidata.org/entity/Q3867569	Museum Adriano Bernareggi	45.700505
Q3664369	1314	http://www.wikidata.org/entity/Q3664369	Cenacolo di Santo Spirito	43.76703056
Q104828061	1311	http://www.wikidata.org/entity/Q104828061	Torre di Longonsardo	41.2455
Q3868099	1310	http://www.wikidata.org/entity/Q3868099	Museo della miniera di zolfo di Cabernardi	43.506858
Q3662351	1307	http://www.wikidata.org/entity/Q3662351	Castello Pallotta	43.137451515468
Q3661059	1296	http://www.wikidata.org/entity/Q3661059	Casa Barezzi	44.980754
Q15961616	1294	http://www.wikidata.org/entity/Q15961616	Shoe Museum of Villa Foscarini Rossi	45.4089913584
Q16543362	1292	http://www.wikidata.org/entity/Q16543362	Complesso museale di San Francesco	42.87861111
Q1341687	1290	http://www.wikidata.org/entity/Q1341687	SanGimignano1300	43.466598
Q3867807	1287	http://www.wikidata.org/entity/Q3867807	Davia Bargellini Museum	44.492317
Q3846801	1282	http://www.wikidata.org/entity/Q3846801	Marengo Museum	44.894811
Q24938029	1282	http://www.wikidata.org/entity/Q24938029	Museo storico dell'arma di cavalleria	44.88588
Q24733334	1279	http://www.wikidata.org/entity/Q24733334	Pininfarina museum	44.969147
Q3868267	1278	http://www.wikidata.org/entity/Q3868267	Diocesan museum of Genoa	44.407883
Q3884825	1273	http://www.wikidata.org/entity/Q3884825	Santa Caterina delle Ruote	43.739039
Q3307651	1272	http://www.wikidata.org/entity/Q3307651	Mevaniola	43.988
Q3868464	1269	http://www.wikidata.org/entity/Q3868464	State Museum of Medieval and Modern Art	43.46805556
Q3867770	1267	http://www.wikidata.org/entity/Q3867770	Viterbo Civic Museum	42.41767
Q3669385	1263	http://www.wikidata.org/entity/Q3669385	Nostra Signora de Regnos Altos	40.2971437
Q3757718	1256	http://www.wikidata.org/entity/Q3757718	Galleria d'arte moderna of Genoa	44.38227
Q3895371	1256	http://www.wikidata.org/entity/Q3895371	Parco Archeologico dei Tauriani	38.389557
Q27031421	1255	http://www.wikidata.org/entity/Q27031421	Gallerie Piedicastello	46.071721
Q19873699	1249	http://www.wikidata.org/entity/Q19873699	Museum of the Risorgimento, Bologna	44.487843
Q3868251	1248	http://www.wikidata.org/entity/Q3868251	Museo diffuso della resistenza, della deportazione, della guerra, dei diritti e della libertà	45.075844
Q3639674	1247	http://www.wikidata.org/entity/Q3639674	Biblioteca e pinacoteca Zelantea	37.61274
Q3952322	1247	http://www.wikidata.org/entity/Q3952322	Immaginario Scientifico	45.66533
Q3621980	1245	http://www.wikidata.org/entity/Q3621980	Q3621980	37.582569444444
Q3867790	1245	http://www.wikidata.org/entity/Q3867790	"Archaeological Civic Museum ""Lavinium"""	41.6624636
Q3662871	1241	http://www.wikidata.org/entity/Q3662871	Castle of San Terenzo	44.08249
Q3868207	1239	http://www.wikidata.org/entity/Q3868207	Museo di civiltà preclassiche della Murgia meridionale	40.733709
Q1631251	1235	http://www.wikidata.org/entity/Q1631251	Museo del vino	43.025497
Q1543463	1232	http://www.wikidata.org/entity/Q1543463	Krippenmuseum, Brixen	46.714944
Q3329076	1229	http://www.wikidata.org/entity/Q3329076	Museum Bandini	43.807307
Q3905133	1229	http://www.wikidata.org/entity/Q3905133	Provincial Pinacotheca of Salerno	40.6788
Q1451820	1228	http://www.wikidata.org/entity/Q1451820	Women's Museum Meran	46.67147
Q3868338	1226	http://www.wikidata.org/entity/Q3868338	Assisi Diocesan Museum	43.07053
Q3868435	1225	http://www.wikidata.org/entity/Q3868435	Museo paleocristiano	45.777623
Q93895623	1224	http://www.wikidata.org/entity/Q93895623	Museo Gasparri	42.989385
Q3867720	1223	http://www.wikidata.org/entity/Q3867720	Museo archeologico nazionale di Siena	43.317159
Q3678768	1221	http://www.wikidata.org/entity/Q3678768	Public marine aquarium of Trieste	45.6481773
Q3867758	1219	http://www.wikidata.org/entity/Q3867758	Archaeological Museum of Centuripe	37.62223
Q3867696	1217	http://www.wikidata.org/entity/Q3867696	Museo Archeologico Nazionale G. Carettoni di Cassino	41.483463
Q3329159	1216	http://www.wikidata.org/entity/Q3329159	Museo Claudio Faina	42.716915
Q15111157	1216	http://www.wikidata.org/entity/Q15111157	Galleria Regionale della Sicilia (Palermo)	38.11666667
Q21513837	1212	http://www.wikidata.org/entity/Q21513837	Mining Museum Prettau	47.045104
Q56258653	1212	http://www.wikidata.org/entity/Q56258653	nuraghe  Maiori	40.9182
Q46998241	1210	http://www.wikidata.org/entity/Q46998241	Galleria d'Arte Moderna Paolo e Adele Giannoni	45.44611
Q3867772	1209	http://www.wikidata.org/entity/Q3867772	Basilio Cascella Civic Museum	42.461567
Q16268566	1202	http://www.wikidata.org/entity/Q16268566	History of Psychiatry Museum	44.69
Q16337885	1202	http://www.wikidata.org/entity/Q16337885	Q16337885	44.0382684
Q3867633	1201	http://www.wikidata.org/entity/Q3867633	Museum Piaggio Giovanni Alberto Agnelli	43.660779
Q14271436	1200	http://www.wikidata.org/entity/Q14271436	Parc animalier d'Introd	45.69
Q3939454	1199	http://www.wikidata.org/entity/Q3939454	Fortezza medievale	42.944431
Q3662870	1196	http://www.wikidata.org/entity/Q3662870	Castello di San Pietro	45.02259
Q3868002	1195	http://www.wikidata.org/entity/Q3868002	Museo dell'Opera del Duomo	43.11206
Q3867666	1194	http://www.wikidata.org/entity/Q3867666	Archeologic museum Pisani Dossi villa	45.465977
Q7105065	1193	http://www.wikidata.org/entity/Q7105065	University of Genoa Botanic Garden	44.416374
Q109717880	1193	http://www.wikidata.org/entity/Q109717880	Category:Museo Officine Benelli	43.913580555556
Q3868417	1191	http://www.wikidata.org/entity/Q3868417	Museo nazionale dei trasporti La Spezia	44.11253
Q3661110	1190	http://www.wikidata.org/entity/Q3661110	Casa Giorgione	45.67104
Q16580551	1190	http://www.wikidata.org/entity/Q16580551	Archaeological Civic Museum and Edilberto Rosa Pinacotheca	42.55442
Q3329178	1187	http://www.wikidata.org/entity/Q3329178	Museo Boldini	44.84205278
Q27961083	1186	http://www.wikidata.org/entity/Q27961083	Museo della Frutta	45.049778
Q3670935	1185	http://www.wikidata.org/entity/Q3670935	San Lorenzo al Ponte	43.46758056
Q3621099	1183	http://www.wikidata.org/entity/Q3621099	Aquarium of Alghero	40.5567
Q3867528	1183	http://www.wikidata.org/entity/Q3867528	Museo di storia naturale dell'Accademia dei Fisiocritici	43.314
Q24939318	1182	http://www.wikidata.org/entity/Q24939318	Q24939318	41.918595
Q3867618	1181	http://www.wikidata.org/entity/Q3867618	Masaccio Museum	43.675447
Q1816439	1180	http://www.wikidata.org/entity/Q1816439	Timpone della Motta	39.8078
Q3995408	1175	http://www.wikidata.org/entity/Q3995408	Torre del Coltellazzo	38.984332
Q2935452	1171	http://www.wikidata.org/entity/Q2935452	Round Belltower	43.45662
Q3328414	1170	http://www.wikidata.org/entity/Q3328414	Museo delle navi romane	41.786808
Q20667071	1170	http://www.wikidata.org/entity/Q20667071	Sant'Agata	42.733566666667
Q3867738	1169	http://www.wikidata.org/entity/Q3867738	"State Archaeological Museum ""Vito Capialbi"""	38.67098
Q4012809	1169	http://www.wikidata.org/entity/Q4012809	Q4012809	37.289816
Q3867706	1165	http://www.wikidata.org/entity/Q3867706	Museo archeologico nazionale della Basilicata	40.639824
Q17624934	1161	http://www.wikidata.org/entity/Q17624934	church of San Mattia, Bologna	44.493342
Q26258351	1161	http://www.wikidata.org/entity/Q26258351	Pinacoteca San Domenico	43.8448
Q3868112	1160	http://www.wikidata.org/entity/Q3868112	Museo della Storia del Genoa	44.4085135
Q3868153	1158	http://www.wikidata.org/entity/Q3868153	Museo delle poste e telecomunicazioni	41.8312
Q3868261	1158	http://www.wikidata.org/entity/Q3868261	Museo Diocesano	45.54117
Q3879892	1158	http://www.wikidata.org/entity/Q3879892	nuraghe Serbissi	39.823463
