Entity	QRank	city	cityLabel	maxPopulation
Q1736959	104325	http://www.wikidata.org/entity/Q1736959	Katzrin	7297.0
Q2139799	104225	http://www.wikidata.org/entity/Q2139799	Tasiilaq	1985.0
Q309355	104005	http://www.wikidata.org/entity/Q309355	Kikinda	42745.0
Q193180	103766	http://www.wikidata.org/entity/Q193180	Kajaani	36297.0
Q39383	103753	http://www.wikidata.org/entity/Q39383	Bodø	41720.0
Q211343	103287	http://www.wikidata.org/entity/Q211343	Pljevlja	19136.0
Q321079	103136	http://www.wikidata.org/entity/Q321079	Jos	622802.0
Q184539	103027	http://www.wikidata.org/entity/Q184539	Ordu	229214.0
Q504394	102972	http://www.wikidata.org/entity/Q504394	Huánuco	196627.0
Q21181	102779	http://www.wikidata.org/entity/Q21181	Fredericia	41243.0
Q26432	102646	http://www.wikidata.org/entity/Q26432	Zoetermeer	125267.0
Q213014	102470	http://www.wikidata.org/entity/Q213014	Akola	425817.0
Q7036	102457	http://www.wikidata.org/entity/Q7036	Brühl	44804.0
Q867586	102415	http://www.wikidata.org/entity/Q867586	Salt	88900.0
Q1185115	102408	http://www.wikidata.org/entity/Q1185115	City of Cape Town	3740026.0
Q30951	102306	http://www.wikidata.org/entity/Q30951	Jalgaon	460468.0
Q189392	102287	http://www.wikidata.org/entity/Q189392	Karnak	26488.0
Q152406	102239	http://www.wikidata.org/entity/Q152406	Kiryat Gat	55000.0
Q12618	102100	http://www.wikidata.org/entity/Q12618	Olot	37975.0
Q211020	102029	http://www.wikidata.org/entity/Q211020	Imatra	25655.0
Q5276	102007	http://www.wikidata.org/entity/Q5276	Altena	16430.0
Q319272	101951	http://www.wikidata.org/entity/Q319272	Trinidad	51994.0
Q244236	101942	http://www.wikidata.org/entity/Q244236	Qabala	13190.0
Q72248	101913	http://www.wikidata.org/entity/Q72248	Vitry-sur-Seine	96205.0
Q2579925	101648	http://www.wikidata.org/entity/Q2579925	Mirpur	124352.0
Q990095	101557	http://www.wikidata.org/entity/Q990095	Taxco de Alarcón	52217.0
Q47138	101505	http://www.wikidata.org/entity/Q47138	Encarnación	69868.0
Q152418	101413	http://www.wikidata.org/entity/Q152418	Karmiel	45300.0
Q214248	101273	http://www.wikidata.org/entity/Q214248	Benguela	561775.0
Q683512	101185	http://www.wikidata.org/entity/Q683512	Savonlinna	35523.0
Q565568	101123	http://www.wikidata.org/entity/Q565568	Tiaret	178915.0
Q2734	101116	http://www.wikidata.org/entity/Q2734	Skierniewice	46437.0
Q622841	100940	http://www.wikidata.org/entity/Q622841	Ghardaia	120000.0
Q219417	100926	http://www.wikidata.org/entity/Q219417	Húsavík	2307.0
Q855997	100589	http://www.wikidata.org/entity/Q855997	Sargodha	659862.0
Q221734	100542	http://www.wikidata.org/entity/Q221734	Rason	196954.0
Q842810	100477	http://www.wikidata.org/entity/Q842810	Smara	57035.0
Q991435	100464	http://www.wikidata.org/entity/Q991435	Ciudad del Carmen	191238.0
Q1321216	100441	http://www.wikidata.org/entity/Q1321216	Cuautitlán Izcalli	531041.0
Q515117	100414	http://www.wikidata.org/entity/Q515117	Margao	87650.0
Q214303	100403	http://www.wikidata.org/entity/Q214303	Gümüşhane	57269.0
Q661529	100396	http://www.wikidata.org/entity/Q661529	Ripon	16274.0
Q487684	100290	http://www.wikidata.org/entity/Q487684	Türkmenabat	256000.0
Q184184	100222	http://www.wikidata.org/entity/Q184184	Nouadhibou	118000.0
Q1921294	99962	http://www.wikidata.org/entity/Q1921294	Foça	33131.0
Q377965	99898	http://www.wikidata.org/entity/Q377965	San Nicolás de los Arroyos	160000.0
Q152385	99793	http://www.wikidata.org/entity/Q152385	Ma'alot-Tarshiha	23550.0
Q63092	99695	http://www.wikidata.org/entity/Q63092	Carmona	29551.0
Q1980885	99597	http://www.wikidata.org/entity/Q1980885	Errachidia	92374.0
Q1023712	99481	http://www.wikidata.org/entity/Q1023712	San Fernando	55419.0
Q855330	99335	http://www.wikidata.org/entity/Q855330	Donegal	2618.0
Q214347	99177	http://www.wikidata.org/entity/Q214347	Kilkis	22914.0
Q704978	99016	http://www.wikidata.org/entity/Q704978	Bathurst	36230.0
Q210987	98918	http://www.wikidata.org/entity/Q210987	Salo	52984.0
Q6647	98870	http://www.wikidata.org/entity/Q6647	Lalitpur	513200.0
Q1798750	98712	http://www.wikidata.org/entity/Q1798750	Anand	130462.0
Q146356	98603	http://www.wikidata.org/entity/Q146356	Chomutov	46940.0
Q1134454	98489	http://www.wikidata.org/entity/Q1134454	Coro	284266.0
Q168202	98408	http://www.wikidata.org/entity/Q168202	Rosh HaAyin	56300.0
Q207470	98296	http://www.wikidata.org/entity/Q207470	Bijelo Polje	15883.0
Q606153	98031	http://www.wikidata.org/entity/Q606153	Port Macquarie	44830.0
Q331099	98005	http://www.wikidata.org/entity/Q331099	Island of Mozambique	14000.0
Q429059	97807	http://www.wikidata.org/entity/Q429059	Dvin	1190.0
Q845866	97768	http://www.wikidata.org/entity/Q845866	Ramat HaSharon	46700.0
Q1305	97614	http://www.wikidata.org/entity/Q1305	Wageningen	39635.0
Q995695	97551	http://www.wikidata.org/entity/Q995695	Puerto Cabello	209080.0
Q739353	97343	http://www.wikidata.org/entity/Q739353	Dorestad	10000.0
Q916536	97037	http://www.wikidata.org/entity/Q916536	La Ceiba	197267.0
Q3619248	96949	http://www.wikidata.org/entity/Q3619248	Vizianagaram	228720.0
Q206891	96802	http://www.wikidata.org/entity/Q206891	Kırıkkale	186960.0
Q214212	96523	http://www.wikidata.org/entity/Q214212	Karditsa	40272.0
Q849561	96463	http://www.wikidata.org/entity/Q849561	Chlef	155134.0
Q16258	96402	http://www.wikidata.org/entity/Q16258	Maldonado	86782.0
Q167649	96375	http://www.wikidata.org/entity/Q167649	Netivot	31314.0
Q518431	96240	http://www.wikidata.org/entity/Q518431	Chimbote	395100.0
Q494693	96238	http://www.wikidata.org/entity/Q494693	Torrelavega	51361.0
Q812717	96193	http://www.wikidata.org/entity/Q812717	Baños	14100.0
Q956690	96185	http://www.wikidata.org/entity/Q956690	Cornwall	46589.0
Q239107	96037	http://www.wikidata.org/entity/Q239107	Edfu	133772.0
Q478675	95952	http://www.wikidata.org/entity/Q478675	Riobamba	177213.0
Q208098	95576	http://www.wikidata.org/entity/Q208098	Sisimiut	5582.0
Q272471	95501	http://www.wikidata.org/entity/Q272471	Matanzas	145246.0
Q41473	95184	http://www.wikidata.org/entity/Q41473	Nizamabad	311152.0
Q946143	95104	http://www.wikidata.org/entity/Q946143	Sighnaghi	1485.0
Q204709	95077	http://www.wikidata.org/entity/Q204709	Schiedam	79279.0
Q21180	95050	http://www.wikidata.org/entity/Q21180	Silkeborg	44333.0
Q9844	95011	http://www.wikidata.org/entity/Q9844	Helmond	92627.0
Q189697	94836	http://www.wikidata.org/entity/Q189697	Karabük	131989.0
Q460222	94579	http://www.wikidata.org/entity/Q460222	Ulhasnagar	506098.0
Q233467	94482	http://www.wikidata.org/entity/Q233467	Gisborne	37000.0
Q396807	94294	http://www.wikidata.org/entity/Q396807	Agrinio	50690.0
Q336966	94216	http://www.wikidata.org/entity/Q336966	Benha	157701.0
Q16978	94170	http://www.wikidata.org/entity/Q16978	Krymsk	57229.0
Q790314	94159	http://www.wikidata.org/entity/Q790314	Ave Maria	6242.0
Q689820	94142	http://www.wikidata.org/entity/Q689820	Debar	14561.0
Q12126543	94122	http://www.wikidata.org/entity/Q12126543	Chitral	31100.0
Q27425	94120	http://www.wikidata.org/entity/Q27425	Hillerød	36043.0
Q131495	94047	http://www.wikidata.org/entity/Q131495	Şırnak	93431.0
Q209925	93876	http://www.wikidata.org/entity/Q209925	Çankırı	90564.0
Q638704	93859	http://www.wikidata.org/entity/Q638704	Béchar	165627.0
Q328153	93803	http://www.wikidata.org/entity/Q328153	Damanhur	244043.0
Q214485	93649	http://www.wikidata.org/entity/Q214485	Kisumu	409928.0
Q626031	93530	http://www.wikidata.org/entity/Q626031	Esna	68656.0
Q671431	93454	http://www.wikidata.org/entity/Q671431	Prince Albert	37756.0
Q1866604	93307	http://www.wikidata.org/entity/Q1866604	Livingstone	177393.0
Q52578	93291	http://www.wikidata.org/entity/Q52578	Concordia	149450.0
Q994514	93246	http://www.wikidata.org/entity/Q994514	Rangpur	294265.0
Q367780	93157	http://www.wikidata.org/entity/Q367780	Hamina	19877.0
Q987745	93144	http://www.wikidata.org/entity/Q987745	Swords	36924.0
Q320792	92867	http://www.wikidata.org/entity/Q320792	Bata	290000.0
Q215080	92825	http://www.wikidata.org/entity/Q215080	Machala	288072.0
Q748336	92773	http://www.wikidata.org/entity/Q748336	Battambang	130000.0
Q541435	92757	http://www.wikidata.org/entity/Q541435	Puerto Maldonado	85024.0
Q580973	92598	http://www.wikidata.org/entity/Q580973	Orange	41232.0
Q844091	92439	http://www.wikidata.org/entity/Q844091	Calabar	179392.0
Q4165945	92230	http://www.wikidata.org/entity/Q4165945	Sheikh Zayed City	29422.0
Q386626	92198	http://www.wikidata.org/entity/Q386626	Pickering	91771.0
Q61301	91968	http://www.wikidata.org/entity/Q61301	San Francisco de Campeche	249623.0
Q79546	91909	http://www.wikidata.org/entity/Q79546	Haines	1657.0
Q495547	91771	http://www.wikidata.org/entity/Q495547	Mindelo	70468.0
Q208200	91639	http://www.wikidata.org/entity/Q208200	Berane	11776.0
Q337683	91638	http://www.wikidata.org/entity/Q337683	Čapljina	28122.0
Q500888	91313	http://www.wikidata.org/entity/Q500888	Akhalkalaki	8295.0
Q336350	91206	http://www.wikidata.org/entity/Q336350	Sokoto	427760.0
Q19300	91189	http://www.wikidata.org/entity/Q19300	Molfetta	57329.0
Q1023693	91048	http://www.wikidata.org/entity/Q1023693	Karaikudi	106714.0
Q1015672	90953	http://www.wikidata.org/entity/Q1015672	Whanganui	42200.0
Q727464	90852	http://www.wikidata.org/entity/Q727464	Concepción del Uruguay	100728.0
Q657072	90628	http://www.wikidata.org/entity/Q657072	Touba	529176.0
Q147243	90333	http://www.wikidata.org/entity/Q147243	Štip	42000.0
Q138833	90301	http://www.wikidata.org/entity/Q138833	Kom Ombo	71596.0
Q9918	90252	http://www.wikidata.org/entity/Q9918	Enkhuizen	18637.0
Q1025283	90235	http://www.wikidata.org/entity/Q1025283	Hambantota	11213.0
Q106896	89904	http://www.wikidata.org/entity/Q106896	Ísafjörður	2620.0
Q646498	89897	http://www.wikidata.org/entity/Q646498	Rivera	64465.0
Q399270	89744	http://www.wikidata.org/entity/Q399270	Uruapan	334749.0
Q210197	89644	http://www.wikidata.org/entity/Q210197	Kukës	16719.0
Q185084	89442	http://www.wikidata.org/entity/Q185084	Siirt	166332.0
Q393171	89433	http://www.wikidata.org/entity/Q393171	Żory	61823.0
Q470445	89423	http://www.wikidata.org/entity/Q470445	Prostějov	43551.0
Q374465	89263	http://www.wikidata.org/entity/Q374465	Mediaș	39505.0
Q261711	89244	http://www.wikidata.org/entity/Q261711	Frankenmuth	4987.0
Q216853	89113	http://www.wikidata.org/entity/Q216853	Camaiore	31842.0
Q185404	88995	http://www.wikidata.org/entity/Q185404	Bundaberg	70540.0
Q202776	88930	http://www.wikidata.org/entity/Q202776	Ziguinchor	205294.0
Q318418	88840	http://www.wikidata.org/entity/Q318418	Vilvoorde	44015.0
Q27168	88780	http://www.wikidata.org/entity/Q27168	Randers	62802.0
Q192773	88672	http://www.wikidata.org/entity/Q192773	Aulnay-sous-Bois	86135.0
Q1000438	88656	http://www.wikidata.org/entity/Q1000438	Szczawnica	5465.0
Q497373	88655	http://www.wikidata.org/entity/Q497373	Dartmouth	89163.0
Q309442	88653	http://www.wikidata.org/entity/Q309442	Paysandú	76429.0
Q1816833	88224	http://www.wikidata.org/entity/Q1816833	Qonayev	61767.0
Q612250	87982	http://www.wikidata.org/entity/Q612250	Lae	100677.0
Q545707	87904	http://www.wikidata.org/entity/Q545707	Mascara	108587.0
Q672458	87845	http://www.wikidata.org/entity/Q672458	San Miguel	218410.0
Q207972	87141	http://www.wikidata.org/entity/Q207972	Tepic	425942.0
Q7019	87130	http://www.wikidata.org/entity/Q7019	Albstadt	46422.0
Q764943	86901	http://www.wikidata.org/entity/Q764943	Olkusz	33462.0
Q256711	86779	http://www.wikidata.org/entity/Q256711	Bunbury	75196.0
Q853785	86675	http://www.wikidata.org/entity/Q853785	Soroca	22196.0
Q956117	86562	http://www.wikidata.org/entity/Q956117	Zhmerynka	33754.0
Q216363	86443	http://www.wikidata.org/entity/Q216363	Rîbnița	56988.0
Q946384	86402	http://www.wikidata.org/entity/Q946384	Valle del Chota	157941.0
Q273413	86382	http://www.wikidata.org/entity/Q273413	Écija	39530.0
Q735138	86110	http://www.wikidata.org/entity/Q735138	Kėdainiai	23447.0
Q740756	86084	http://www.wikidata.org/entity/Q740756	Stratford	31465.0
Q924078	86072	http://www.wikidata.org/entity/Q924078	Grodzisk Mazowiecki	33708.0
Q2625910	86041	http://www.wikidata.org/entity/Q2625910	Umerkot	35059.0
Q379509	85721	http://www.wikidata.org/entity/Q379509	Puerto La Cruz	306261.0
Q794712	85401	http://www.wikidata.org/entity/Q794712	Ağdərə	8325.0
Q243859	85189	http://www.wikidata.org/entity/Q243859	Abiko	130290.0
Q991201	85182	http://www.wikidata.org/entity/Q991201	Rjukan	3171.0
Q204317	85063	http://www.wikidata.org/entity/Q204317	Echternach	5870.0
Q157050	84942	http://www.wikidata.org/entity/Q157050	Veles	40664.0
Q246693	84930	http://www.wikidata.org/entity/Q246693	Ząbkowice Śląskie	14578.0
Q221436	84927	http://www.wikidata.org/entity/Q221436	Maiduguri	1197497.0
Q741876	84892	http://www.wikidata.org/entity/Q741876	Piaseczno	51945.0
Q1075566	84705	http://www.wikidata.org/entity/Q1075566	Taunggyi	264804.0
Q1014010	84509	http://www.wikidata.org/entity/Q1014010	Tarim	105552.0
Q680596	84477	http://www.wikidata.org/entity/Q680596	San Pedro de Macorís	217141.0
Q679169	84352	http://www.wikidata.org/entity/Q679169	Comayagua	144785.0
Q2373358	84146	http://www.wikidata.org/entity/Q2373358	Orillia	30586.0
Q737270	84136	http://www.wikidata.org/entity/Q737270	Sur	120000.0
Q79322	83996	http://www.wikidata.org/entity/Q79322	Kluczbork	22703.0
Q270754	83916	http://www.wikidata.org/entity/Q270754	Nag Hammadi	45038.0
Q10014	83817	http://www.wikidata.org/entity/Q10014	Kampen	52398.0
Q989283	83800	http://www.wikidata.org/entity/Q989283	Kasur	314617.0
Q705829	83727	http://www.wikidata.org/entity/Q705829	Mildura	34565.0
Q2475182	83593	http://www.wikidata.org/entity/Q2475182	Pardes Hanna-Karkur	42100.0
Q217040	83583	http://www.wikidata.org/entity/Q217040	Tamale	2310939.0
Q191718	83413	http://www.wikidata.org/entity/Q191718	Berbera	263000.0
Q331764	83396	http://www.wikidata.org/entity/Q331764	Albury	53677.0
Q44236	83313	http://www.wikidata.org/entity/Q44236	La Rioja	180995.0
Q914055	83296	http://www.wikidata.org/entity/Q914055	san luis gto	443273.0
Q3939	83278	http://www.wikidata.org/entity/Q3939	Dinslaken	67762.0
Q1918837	83238	http://www.wikidata.org/entity/Q1918837	Bogura	400983.0
Q668616	83215	http://www.wikidata.org/entity/Q668616	Negombo	142136.0
Q58794	83167	http://www.wikidata.org/entity/Q58794	Satna	283004.0
Q986984	82994	http://www.wikidata.org/entity/Q986984	Prudnik	19747.0
Q158485	82977	http://www.wikidata.org/entity/Q158485	Siemianowice Śląskie	64676.0
Q15899	82900	http://www.wikidata.org/entity/Q15899	Murska Sobota	11107.0
Q30617	82874	http://www.wikidata.org/entity/Q30617	Cartago	22775.0
Q1011488	82746	http://www.wikidata.org/entity/Q1011488	Nuweiba	2898.0
Q44243	82684	http://www.wikidata.org/entity/Q44243	San Luis	169947.0
Q1637471	82536	http://www.wikidata.org/entity/Q1637471	Vidisha	155959.0
Q2462135	82434	http://www.wikidata.org/entity/Q2462135	Dharashiv	112085.0
Q460925	82402	http://www.wikidata.org/entity/Q460925	Michalovce	36704.0
Q206484	82279	http://www.wikidata.org/entity/Q206484	Abeokuta	888924.0
Q244154	82270	http://www.wikidata.org/entity/Q244154	Holguín	350191.0
Q269960	82213	http://www.wikidata.org/entity/Q269960	Shobra Elkhema	1025569.0
Q652376	82133	http://www.wikidata.org/entity/Q652376	Ratlam	273892.0
Q310893	82024	http://www.wikidata.org/entity/Q310893	Al Wakrah	87970.0
Q188693	81952	http://www.wikidata.org/entity/Q188693	Blantyre	1895973.0
Q990657	81893	http://www.wikidata.org/entity/Q990657	Shefa-Amr	41600.0
Q101418	81842	http://www.wikidata.org/entity/Q101418	Lobamba	5800.0
Q849835	81825	http://www.wikidata.org/entity/Q849835	Fray Bentos	24406.0
Q827640	81697	http://www.wikidata.org/entity/Q827640	Tumbes	96946.0
Q1027526	81682	http://www.wikidata.org/entity/Q1027526	Borne Sulinowo	5032.0
Q763015	81644	http://www.wikidata.org/entity/Q763015	Navoiy	134100.0
Q113464	81632	http://www.wikidata.org/entity/Q113464	Chatham-Kent	103988.0
Q311326	81501	http://www.wikidata.org/entity/Q311326	Al-Bireh	48887.0
Q152413	81477	http://www.wikidata.org/entity/Q152413	Givatayim	59518.0
Q388108	81425	http://www.wikidata.org/entity/Q388108	Sohag	193931.0
Q986325	81369	http://www.wikidata.org/entity/Q986325	Safaga	28261.0
Q168162	81246	http://www.wikidata.org/entity/Q168162	Ness Ziona	50200.0
Q706105	81168	http://www.wikidata.org/entity/Q706105	Dubbo	43516.0
Q995163	81082	http://www.wikidata.org/entity/Q995163	Tawau	113809.0
Q193787	80925	http://www.wikidata.org/entity/Q193787	Tauragė	21416.0
Q528432	80867	http://www.wikidata.org/entity/Q528432	Bamenda	269530.0
Q994217	80832	http://www.wikidata.org/entity/Q994217	Sjenica	14060.0
Q423258	80718	http://www.wikidata.org/entity/Q423258	Orhei	21065.0
Q1973073	80711	http://www.wikidata.org/entity/Q1973073	Attock	97374.0
Q1642636	80656	http://www.wikidata.org/entity/Q1642636	El Oued	134699.0
Q192898	80627	http://www.wikidata.org/entity/Q192898	Selfoss	6878.0
Q210007	80539	http://www.wikidata.org/entity/Q210007	Vlaardingen	73924.0
Q984538	80526	http://www.wikidata.org/entity/Q984538	Krotoszyn	28704.0
Q44162	80381	http://www.wikidata.org/entity/Q44162	San Fernando del Valle de Catamarca	159139.0
Q235571	80293	http://www.wikidata.org/entity/Q235571	Darkhan	74738.0
Q995889	79967	http://www.wikidata.org/entity/Q995889	Lądek-Zdrój	5195.0
Q952269	79942	http://www.wikidata.org/entity/Q952269	Chicoutimi	68097.0
Q192378	79701	http://www.wikidata.org/entity/Q192378	Champigny-sur-Marne	77724.0
Q332319	79620	http://www.wikidata.org/entity/Q332319	Mek'ele	323700.0
Q478518	79617	http://www.wikidata.org/entity/Q478518	Kallithea	97616.0
Q922959	79616	http://www.wikidata.org/entity/Q922959	Glyfada	89597.0
Q989492	79543	http://www.wikidata.org/entity/Q989492	Córdoba	204721.0
Q462766	79338	http://www.wikidata.org/entity/Q462766	Solan	39256.0
Q123438	79182	http://www.wikidata.org/entity/Q123438	Bogatynia	16647.0
Q605267	79122	http://www.wikidata.org/entity/Q605267	Geraldton	32717.0
Q2891177	78788	http://www.wikidata.org/entity/Q2891177	Harish	13232.0
Q214777	78611	http://www.wikidata.org/entity/Q214777	Lohja	46785.0
Q984575	78530	http://www.wikidata.org/entity/Q984575	Tébessa	194461.0
Q926426	78431	http://www.wikidata.org/entity/Q926426	Kozan	130495.0
Q433632	78388	http://www.wikidata.org/entity/Q433632	Santa Cruz de La Palma	15441.0
Q464699	78384	http://www.wikidata.org/entity/Q464699	Bahir Dar	243300.0
Q1014380	78276	http://www.wikidata.org/entity/Q1014380	Djanet	14655.0
Q23070	78252	http://www.wikidata.org/entity/Q23070	Sneek	33855.0
Q154897	78072	http://www.wikidata.org/entity/Q154897	Aabenraa	15967.0
Q583818	77898	http://www.wikidata.org/entity/Q583818	Ichalkaranji	287570.0
Q985674	77838	http://www.wikidata.org/entity/Q985674	Lloydminster	19739.0
Q1022481	77686	http://www.wikidata.org/entity/Q1022481	Taibe	43100.0
Q145865	77560	http://www.wikidata.org/entity/Q145865	Zamora de Hidalgo	207860.0
Q207295	77443	http://www.wikidata.org/entity/Q207295	Uusikaupunki	15752.0
Q2222616	77249	http://www.wikidata.org/entity/Q2222616	Telšiai	22261.0
Q35784	77166	http://www.wikidata.org/entity/Q35784	Al Bayda	250000.0
Q93323	77135	http://www.wikidata.org/entity/Q93323	Chrzanów	35091.0
Q548441	77099	http://www.wikidata.org/entity/Q548441	Portugalete	44629.0
Q592609	77035	http://www.wikidata.org/entity/Q592609	El Morro de Barcelona	36450.0
Q503469	77023	http://www.wikidata.org/entity/Q503469	Cahul	30018.0
Q1020794	76861	http://www.wikidata.org/entity/Q1020794	Otavalo	41718.0
Q929022	76748	http://www.wikidata.org/entity/Q929022	Giannitsa	30498.0
Q805515	76602	http://www.wikidata.org/entity/Q805515	Balkhash	78002.0
Q984462	76599	http://www.wikidata.org/entity/Q984462	Mikołajki	3506.0
Q211073	76530	http://www.wikidata.org/entity/Q211073	Matadi	306053.0
Q204365	76333	http://www.wikidata.org/entity/Q204365	Zinder	235605.0
Q941451	76213	http://www.wikidata.org/entity/Q941451	Tykocin	1917.0
Q251181	76137	http://www.wikidata.org/entity/Q251181	Adrar	68276.0
Q207322	76105	http://www.wikidata.org/entity/Q207322	Huambo	844000.0
Q246956	75939	http://www.wikidata.org/entity/Q246956	Zárate	98522.0
Q44208	75931	http://www.wikidata.org/entity/Q44208	Rawson	31787.0
Q1012887	75885	http://www.wikidata.org/entity/Q1012887	Karadeniz Ereğli	175605.0
Q165450	75862	http://www.wikidata.org/entity/Q165450	Aral	29887.0
Q986435	75719	http://www.wikidata.org/entity/Q986435	Nykøbing Falster	16405.0
Q818019	75699	http://www.wikidata.org/entity/Q818019	Settat	142250.0
Q544733	75471	http://www.wikidata.org/entity/Q544733	Bordj Bou Arréridj	168346.0
Q30994	75431	http://www.wikidata.org/entity/Q30994	The Valley	1067.0
Q302745	75366	http://www.wikidata.org/entity/Q302745	Hall in Tirol	13897.0
Q109386	75302	http://www.wikidata.org/entity/Q109386	Nampho	310864.0
Q44214	75215	http://www.wikidata.org/entity/Q44214	Formosa	222226.0
Q852469	75084	http://www.wikidata.org/entity/Q852469	Ouargla	133024.0
Q157034	75075	http://www.wikidata.org/entity/Q157034	Kruševo	4104.0
Q2794758	75071	http://www.wikidata.org/entity/Q2794758	Djelfa	265833.0
Q326577	75004	http://www.wikidata.org/entity/Q326577	Bytów	16739.0
Q996670	74983	http://www.wikidata.org/entity/Q996670	Urla	66360.0
Q270041	74981	http://www.wikidata.org/entity/Q270041	Al Hudaydah	548433.0
Q947414	74900	http://www.wikidata.org/entity/Q947414	Gołdap	13378.0
Q52902	74889	http://www.wikidata.org/entity/Q52902	Września	31986.0
Q328176	74867	http://www.wikidata.org/entity/Q328176	Kafr el-Sheikh	147393.0
Q1026436	74652	http://www.wikidata.org/entity/Q1026436	Qadian	21899.0
Q568212	74642	http://www.wikidata.org/entity/Q568212	Kos	19432.0
Q147975	74626	http://www.wikidata.org/entity/Q147975	Zaria	408198.0
Q1006277	74380	http://www.wikidata.org/entity/Q1006277	Mandya	131211.0
Q842407	74373	http://www.wikidata.org/entity/Q842407	Umm Qasr	107620.0
Q15928	74354	http://www.wikidata.org/entity/Q15928	Velenje	25594.0
Q208293	74313	http://www.wikidata.org/entity/Q208293	Järvenpää	40106.0
Q1974467	74266	http://www.wikidata.org/entity/Q1974467	Tingo María	46191.0
Q1146939	74238	http://www.wikidata.org/entity/Q1146939	Manbij	78255.0
Q165140	74199	http://www.wikidata.org/entity/Q165140	Herrnhut	5849.0
Q800122	74136	http://www.wikidata.org/entity/Q800122	Bago	284179.0
Q882907	74043	http://www.wikidata.org/entity/Q882907	Corozal Town	13502.0
Q994203	73997	http://www.wikidata.org/entity/Q994203	Cazin	66149.0
Q1026631	73988	http://www.wikidata.org/entity/Q1026631	Goygol	25758.0
Q48285	73952	http://www.wikidata.org/entity/Q48285	Carlos Paz	62423.0
Q1771762	73952	http://www.wikidata.org/entity/Q1771762	Purnia	310817.0
Q11198998	73906	http://www.wikidata.org/entity/Q11198998	Chittoor	160722.0
Q26155	73849	http://www.wikidata.org/entity/Q26155	Jounieh	102221.0
Q6903267	73771	http://www.wikidata.org/entity/Q6903267	Roosendaal	76959.0
Q852238	73725	http://www.wikidata.org/entity/Q852238	Onitsha	1483000.0
Q203675	73677	http://www.wikidata.org/entity/Q203675	Mažeikiai	33249.0
Q52585	73506	http://www.wikidata.org/entity/Q52585	Gualeguaychú	109461.0
Q178067	73252	http://www.wikidata.org/entity/Q178067	Toamasina	225116.0
Q257326	73086	http://www.wikidata.org/entity/Q257326	La Higuera	119.0
Q15877	73000	http://www.wikidata.org/entity/Q15877	Izola	11682.0
Q270787	72873	http://www.wikidata.org/entity/Q270787	Kismayo	166667.0
Q247248	72834	http://www.wikidata.org/entity/Q247248	Sambhal	220813.0
Q219039	72750	http://www.wikidata.org/entity/Q219039	Nadiad	225132.0
Q310772	72750	http://www.wikidata.org/entity/Q310772	Mukalla	144137.0
Q857331	72675	http://www.wikidata.org/entity/Q857331	Bielawa	28896.0
Q1759366	72655	http://www.wikidata.org/entity/Q1759366	Tarma	54078.0
Q666831	72604	http://www.wikidata.org/entity/Q666831	Flin Flon	5099.0
Q207753	72543	http://www.wikidata.org/entity/Q207753	Hyvinkää	46739.0
Q277674	72433	http://www.wikidata.org/entity/Q277674	Azaz	155965.0
Q210307	72419	http://www.wikidata.org/entity/Q210307	Ciudad Nezahualcóyotl	1072676.0
Q9954	72360	http://www.wikidata.org/entity/Q9954	Purmerend	81515.0
Q506775	72191	http://www.wikidata.org/entity/Q506775	Rožaje	9422.0
Q319660	72110	http://www.wikidata.org/entity/Q319660	Mbuji-Mayi	2892000.0
Q1141858	72087	http://www.wikidata.org/entity/Q1141858	Ajloun	190200.0
Q189157	72025	http://www.wikidata.org/entity/Q189157	Utena	25608.0
Q1004283	71956	http://www.wikidata.org/entity/Q1004283	Khanaqin	11791.0
Q1027041	71917	http://www.wikidata.org/entity/Q1027041	Mercedes	63284.0
Q239421	71872	http://www.wikidata.org/entity/Q239421	Nakuru	307990.0
Q335478	71858	http://www.wikidata.org/entity/Q335478	Marib	16794.0
Q999076	71657	http://www.wikidata.org/entity/Q999076	Dera Ghazi Khan	399064.0
Q814033	71604	http://www.wikidata.org/entity/Q814033	Beed	146709.0
Q1249888	71509	http://www.wikidata.org/entity/Q1249888	Dera Ismail Khan	109686.0
Q2523774	71436	http://www.wikidata.org/entity/Q2523774	Seferihisar	44526.0
Q1434796	71424	http://www.wikidata.org/entity/Q1434796	Tamworth	35415.0
Q216307	71345	http://www.wikidata.org/entity/Q216307	Pyrgos	24359.0
Q2488555	71198	http://www.wikidata.org/entity/Q2488555	Sarandí	60752.0
Q707030	71111	http://www.wikidata.org/entity/Q707030	Shepparton	32067.0
Q681999	71075	http://www.wikidata.org/entity/Q681999	San Francisco de Macorís	188118.0
Q13934	71018	http://www.wikidata.org/entity/Q13934	Rubí	80044.0
Q1707848	71000	http://www.wikidata.org/entity/Q1707848	Hanumangarh	129654.0
Q991295	70852	http://www.wikidata.org/entity/Q991295	Thompson	13035.0
Q657637	70813	http://www.wikidata.org/entity/Q657637	Progreso	37369.0
Q748513	70804	http://www.wikidata.org/entity/Q748513	Loviisa	14557.0
Q739664	70763	http://www.wikidata.org/entity/Q739664	Santa Ana	245421.0
Q2361658	70685	http://www.wikidata.org/entity/Q2361658	Sangolquí	96647.0
Q717942	70614	http://www.wikidata.org/entity/Q717942	Trzebnica	13631.0
Q518791	70611	http://www.wikidata.org/entity/Q518791	Veraval	153696.0
